id,gridcode,gridname,countycode,countyname,citycode,cityname
769,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
770,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
771,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
772,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
773,,,,,,
774,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
775,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
776,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
777,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
778,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
779,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
780,,,,,,
781,,,,,,
782,,,,,,
783,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
784,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
785,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
786,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
787,,,,,,
788,,,,,,
789,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
790,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
791,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
792,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
793,BDWG0014,宝坻西南网格,BD,宝坻分公司,0022,天津市
794,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
795,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
796,,,,,,
797,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
798,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
799,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
800,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
801,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
802,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
803,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
804,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
805,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
806,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
807,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
808,B3WG0041,河北河东3,B3,河北河东分公司,0022,天津市
809,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
810,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
811,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
812,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
813,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
814,B5WG0019,西青大寺梅江,B5,西青分公司,0022,天津市
815,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
816,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
817,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
818,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
819,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
820,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
821,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
822,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
823,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
824,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
825,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
826,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
827,B3WG0040,河北河东2,B3,河北河东分公司,0022,天津市
828,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
829,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
830,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
831,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
832,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
833,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
834,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
835,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
836,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
837,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
838,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
839,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
840,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
841,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
842,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
843,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
844,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
845,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
846,,,,,,
847,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
848,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
849,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
850,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
851,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
852,,,,,,
853,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
854,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
855,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
856,B8WG0043,武清东南片区,B8,武清分公司,0022,天津市
857,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
858,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
859,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
860,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
861,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
862,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
863,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
864,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
865,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
866,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
867,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
868,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
869,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
870,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
871,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
872,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
873,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
874,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
875,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
876,B3WG0042,河北河东4,B3,河北河东分公司,0022,天津市
877,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
878,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
879,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
880,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
881,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
882,,,,,,
883,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
884,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
885,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
886,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
887,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
888,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
889,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
890,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
891,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
892,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
893,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
894,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
895,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
896,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
897,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
898,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
899,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
900,B7WG0034,北辰宜兴埠镇网格,B7,北辰分公司,0022,天津市
901,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
902,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
903,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
904,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
905,,,,,,
906,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
907,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
908,B6WG0062,东丽四组网格,B6,东丽分公司,0022,天津市
909,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
910,,,,,,
911,B6WG0062,东丽四组网格,B6,东丽分公司,0022,天津市
912,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
913,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
914,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
915,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
916,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
917,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
918,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
919,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
920,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
921,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
922,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
923,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
924,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
925,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
926,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
927,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
928,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
929,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
930,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
931,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
932,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
933,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
934,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
935,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
936,B6WG0063,东丽五组网格,B6,东丽分公司,0022,天津市
937,,,,,,
938,BDWG0014,宝坻西南网格,BD,宝坻分公司,0022,天津市
939,B3WG0046,河北河东5,B3,河北河东分公司,0022,天津市
940,,,,,,
941,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
942,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
943,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
944,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
945,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
946,B5WG0017,西青王稳庄赤龙,B5,西青分公司,0022,天津市
947,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
948,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
949,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
950,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
951,,,,,,
952,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
953,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
954,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
955,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
956,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
957,B1WG0026,和平河西柳林东海陈塘庄,B1,和平河西分公司,0022,天津市
958,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
959,BAWG0073,大港中塘网格,BA,大港分公司,0022,天津市
960,BAWG0073,大港中塘网格,BA,大港分公司,0022,天津市
961,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
962,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
963,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
964,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
965,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
966,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
967,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
968,BDWG0014,宝坻西南网格,BD,宝坻分公司,0022,天津市
969,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
970,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
971,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
972,,,,,,
973,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
974,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
975,B6WG0062,东丽四组网格,B6,东丽分公司,0022,天津市
976,BDWG0014,宝坻西南网格,BD,宝坻分公司,0022,天津市
977,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
978,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
979,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
980,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
981,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
982,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
983,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
984,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
985,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
986,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
987,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
988,,,,,,
989,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
990,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
991,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
992,BAWG0073,大港中塘网格,BA,大港分公司,0022,天津市
993,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
994,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
995,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
996,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
997,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
998,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
999,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1000,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1001,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1002,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1003,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1004,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1005,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1006,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1007,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1008,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1009,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
1010,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1011,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1012,B3WG0044,河北河东6,B3,河北河东分公司,0022,天津市
1013,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1014,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1015,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1016,,,,,,
1017,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1018,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1019,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1020,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1021,,,,,,
1022,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1023,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1024,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1025,,,,,,
1026,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1027,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1028,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1029,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1030,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1031,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1032,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1033,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1034,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1035,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1036,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1037,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1038,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1039,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1040,,,,,,
1041,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1042,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1043,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1044,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1045,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1046,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1047,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1048,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1049,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1050,BDWG0014,宝坻西南网格,BD,宝坻分公司,0022,天津市
1051,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
1052,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1053,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1054,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1055,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1056,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1057,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1058,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1059,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1060,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1061,BDWG0014,宝坻西南网格,BD,宝坻分公司,0022,天津市
1062,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1063,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1064,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1065,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1066,,,,,,
1067,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1068,,,,,,
1069,B6WG0059,东丽一组网格,B6,东丽分公司,0022,天津市
1070,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1071,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1072,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1073,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1074,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1075,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1076,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
1077,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1078,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1079,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1080,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1081,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1082,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1083,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1084,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1085,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1086,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
1087,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1088,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1089,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1090,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1091,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1092,BDWG0012,宝坻西北网格,BD,宝坻分公司,0022,天津市
1093,B6WG0062,东丽四组网格,B6,东丽分公司,0022,天津市
1094,B6WG0062,东丽四组网格,B6,东丽分公司,0022,天津市
1095,B6WG0062,东丽四组网格,B6,东丽分公司,0022,天津市
1096,BCWG0053,蓟州邦均网格,BC,蓟州分公司,0022,天津市
1097,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1098,B6WG0062,东丽四组网格,B6,东丽分公司,0022,天津市
1099,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1100,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1101,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1102,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1103,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1104,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1105,BAWG0074,大港小王庄太平村网格,BA,大港分公司,0022,天津市
1106,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1107,BDWG0011,宝坻城区,BD,宝坻分公司,0022,天津市
1108,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1109,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1110,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1111,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1112,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1113,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1114,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1115,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1116,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1117,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1118,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1119,BDWG0014,宝坻西南网格,BD,宝坻分公司,0022,天津市
1120,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1121,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1122,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1123,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1124,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1125,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1126,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1127,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1128,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1129,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
1130,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
1131,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1132,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1133,B7WG0037,北辰小淀大张庄西堤头网格,B7,北辰分公司,0022,天津市
1134,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1135,B9WG0078,津南北区网格,B9,津南分公司,0022,天津市
1136,B6WG0060,东丽二组网格,B6,东丽分公司,0022,天津市
1137,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
1138,B9WG0081,津南西区网格,B9,津南分公司,0022,天津市
